"appid","percent","owners"
353360,0.85,350000
353540,0.95,35000
353550,0.68,150000
353560,0.84,150000
353600,0.25,10000
353610,0.46,10000
353630,0.53,35000
353640,0.89,350000
353700,0.88,75000
353790,0.75,10000
353890,0.78,10000
353940,0.65,10000
353980,0.84,10000
353990,0.63,35000
354030,0.68,75000
354040,0.93,35000
354050,0.57,10000
354140,0.88,350000
354160,0.53,35000
354180,0.63,10000
354200,0.61,350000
354230,0.73,10000
354240,0.86,350000
354280,0.89,10000
354290,0.74,350000
354310,1.0,10000
354380,0.73,150000
354400,0.96,10000
354430,0.73,350000
354560,0.4,10000
354600,0.92,10000
354620,0.82,10000
354640,0.36,350000
354680,0.87,35000
354690,0.38,10000
354720,0.59,10000
354730,0.5,10000
354740,0.93,10000
354770,0.87,10000
354820,0.06,10000
354860,0.76,75000
354920,0.58,150000
354930,0.65,10000
354950,0.75,10000
354960,0.6,35000
354970,0.62,10000
355010,0.73,10000
355020,0.56,10000
355050,0.91,75000
355060,0.5,35000
355070,0.45,150000
355080,0.39,10000
355090,0.83,10000
355100,0.55,10000
355120,0.18,10000
355130,0.74,35000
355140,0.69,10000
355170,1.0,10000
355180,0.83,3500000
355190,0.6,35000
355230,0.83,10000
355240,0.79,35000
355250,0.74,350000
355270,0.83,10000
355280,0.82,35000
355310,0.67,10000
355330,0.45,35000
355350,0.79,10000
355370,0.91,10000
355380,0.25,10000
355400,0.75,10000
355410,0.82,75000
355420,0.92,10000
355430,0.36,150000
355460,0.42,10000
355490,0.74,10000
355500,0.71,75000
355510,0.42,10000
355520,0.75,75000
355530,0.84,75000
355560,0.76,10000
355570,0.96,10000
355630,0.92,10000
355650,0.59,10000
355670,1.0,10000
355690,0.83,10000
355760,0.54,10000
355790,0.8,150000
355800,0.64,150000
355810,0.64,35000
355820,1.0,10000
355840,0.51,3500000
355860,0.75,35000
355910,0.86,10000
355920,0.89,150000
355970,0.75,35000
355980,0.96,75000
356000,0.79,10000
356040,0.79,350000
356050,0.69,150000
356070,0.88,75000
356090,0.96,10000
356100,0.9,10000
356110,0.92,10000
356130,0.5,350000
356160,0.31,10000
356170,0.87,10000
356180,0.62,10000
356190,0.78,1500000
356210,0.63,10000
356250,0.93,10000
356260,0.86,35000
356270,0.71,35000
356280,0.59,35000
356290,0.67,35000
356310,0.5,350000
356370,0.68,350000
356380,0.64,35000
356390,0.84,10000
356400,0.92,150000
356420,0.87,75000
356430,0.78,35000
356450,0.71,10000
356460,0.76,10000
356500,0.86,350000
356510,0.85,10000
356520,0.9,150000
356530,0.9,35000
356540,0.68,10000
356550,0.77,10000
356560,0.8,10000
356570,0.88,350000
356580,0.7,10000
356650,0.72,75000
356670,0.93,1500000
356710,1.0,10000
356730,0.53,10000
356770,0.64,10000
356790,0.89,10000
356800,0.45,10000
356880,0.58,35000
356890,0.75,10000
356910,0.69,35000
357010,0.77,10000
357030,0.71,10000
357070,0.9,150000
357120,0.79,35000
357190,0.87,150000
357200,0.28,10000
357290,0.42,350000
357300,0.93,75000
357310,0.78,75000
357320,0.6,10000
357330,0.94,35000
357340,0.9,35000
357370,0.65,35000
357490,0.93,10000
357500,0.47,75000
357600,0.96,10000
357650,0.73,10000
357670,0.71,35000
357690,0.73,10000
357700,0.86,10000
357720,0.9,35000
357750,0.88,10000
357770,0.22,350000
357780,0.81,350000
357830,0.66,10000
357840,0.65,10000
357890,0.89,10000
357900,0.45,350000
357910,0.3,10000
357920,0.4,10000
357930,0.62,35000
357940,0.77,10000
358000,0.54,10000
358030,0.96,10000
358070,0.9,35000
358080,0.55,75000
358090,0.81,75000
358130,0.89,150000
358190,0.89,75000
358200,0.78,75000
358210,0.87,10000
358220,0.77,10000
358230,0.64,35000
358250,0.85,75000
358260,0.79,75000
358270,0.88,75000
358290,0.86,75000
358300,0.72,10000
358310,0.68,75000
358320,0.76,35000
358340,0.63,35000
358350,0.86,75000
358360,0.89,75000
358370,0.93,75000
358380,0.82,75000
358390,0.86,10000
358410,0.91,35000
358460,0.72,35000
358610,0.2,75000
358650,0.84,35000
358700,0.48,10000
358750,0.85,150000
358760,0.82,10000
358770,0.89,35000
358810,0.85,10000
358830,0.85,35000
358840,0.41,10000
358960,0.86,35000
359040,0.89,35000
359050,0.95,350000
359060,0.42,35000
359070,0.5,10000
359090,0.68,10000
359100,0.83,75000
359140,0.96,35000
359160,0.18,10000
359190,0.64,75000
359220,0.67,35000
359230,0.7,35000
359250,0.7,35000
359260,0.63,35000
359280,0.67,10000
359300,0.25,10000
359310,0.87,350000
359320,0.7,1500000
359340,0.86,10000
359350,0.82,75000
359370,0.38,10000
359390,0.94,75000
359400,0.94,35000
359420,0.95,10000
359440,0.71,35000
359450,0.67,10000
359550,0.81,7500000
359560,0.77,35000
359580,0.61,150000
359600,0.62,75000
359620,0.73,35000
359630,0.73,10000
359650,0.93,10000
359670,0.64,10000
359800,0.58,750000
359810,0.69,35000
359840,0.9,35000
359870,0.9,750000
359900,0.58,150000
359920,0.82,10000
359940,0.69,10000
359960,0.7,150000
360010,0.86,75000
360030,0.67,10000
360040,0.5,10000
360150,0.55,150000
360170,0.7,750000
360380,0.66,350000
360390,0.57,35000
360400,0.33,10000
360430,0.49,1500000
360450,0.81,35000
360510,0.44,35000
360530,1.0,10000
360550,0.88,10000
360580,0.48,10000
360590,0.14,35000
360600,0.65,10000
360620,0.87,150000
360640,0.9,350000
360650,0.87,150000
360680,0.78,10000
360720,0.57,10000
360730,0.71,150000
360740,0.97,350000
360750,0.52,35000
360830,0.75,350000
360840,0.87,10000
360850,0.79,75000
360870,0.83,350000
360880,0.47,10000
360890,0.37,350000
360940,0.79,350000
360970,0.67,150000
360990,0.83,10000
361020,0.79,35000
361040,0.94,10000
361100,0.93,10000
361110,0.6,10000
361130,0.6,10000
361160,0.9,10000
361190,0.63,350000
361200,0.52,10000
361230,0.88,10000
361250,0.25,10000
361280,0.9,350000
361300,0.86,350000
361320,0.73,10000
361330,0.39,10000
361350,0.86,10000
361360,0.86,35000
361370,0.08,10000
361380,0.75,35000
361420,0.84,1500000
361430,0.6,10000
361550,0.72,35000
361560,0.23,10000
361600,0.44,75000
361620,0.4,75000
361630,0.84,350000
361670,0.79,350000
361680,0.83,10000
361690,0.74,350000
361800,0.67,150000
361830,0.82,10000
361850,0.89,150000
361890,0.55,10000
361930,0.85,10000
361950,0.74,10000
361970,0.65,10000
361990,0.91,150000
362020,0.88,10000
362030,1.0,10000
362060,0.43,10000
362090,0.87,35000
362130,0.8,10000
362140,0.41,10000
362150,0.7,10000
362160,0.93,10000
362290,0.8,10000
362310,0.82,10000
362350,0.61,35000
362370,0.63,10000
362380,0.88,10000
362400,0.49,75000
362410,0.66,35000
362490,0.78,150000
362610,0.45,350000
362620,0.92,150000
362660,0.66,35000
362680,0.96,350000
362740,0.77,10000
362780,0.68,10000
362790,1.0,10000
362810,0.84,10000
362830,0.39,10000
362860,0.8,10000
362890,0.93,1500000
362920,0.38,10000
362930,0.88,350000
362940,1.0,10000
362960,0.86,350000
363050,0.96,10000
363060,1.0,10000
363070,0.93,10000
363090,0.79,35000
363110,0.67,10000
363130,0.66,75000
363150,0.46,350000
363180,0.7,10000
363200,0.57,10000
363220,0.71,10000
363240,0.77,10000
363270,0.61,10000
363330,0.88,75000
363360,0.74,35000
363410,0.77,35000
363430,0.37,10000
363440,0.81,150000
363460,0.86,35000
363490,0.42,350000
363500,0.9,10000
363510,0.51,35000
363520,0.7,35000
363530,0.28,10000
363580,0.88,10000
363600,0.74,150000
363610,0.27,75000
363620,0.69,150000
363650,0.54,10000
363660,0.12,10000
363670,0.58,10000
363680,0.68,350000
363790,0.79,35000
363840,0.43,10000
363890,0.88,350000
363920,0.59,10000
363930,0.83,350000
363940,0.43,35000
363950,0.89,10000
363960,0.36,35000
363970,0.9,7500000
363980,0.86,10000
364000,0.67,10000
364050,0.78,150000
364060,0.72,10000
364100,0.71,10000
364130,0.67,10000
364190,0.81,10000
364200,0.83,10000
364230,0.95,35000
364250,0.87,10000
364260,0.83,10000
364300,0.66,10000
364350,0.55,10000
364360,0.75,1500000
364370,0.5,10000
364380,0.66,10000
364390,0.93,35000
364420,0.8,350000
364470,0.72,1500000
364480,0.46,35000
364510,0.93,10000
364630,0.69,10000
364640,0.7,75000
364660,0.25,10000
364690,0.37,350000
364700,0.89,10000
364720,0.92,10000
364740,0.85,75000
364750,0.72,10000
364770,0.81,10000
364790,0.82,10000
364800,0.96,10000
364810,0.81,10000
364820,0.57,10000
364830,0.95,10000
364840,0.89,10000
364850,0.75,10000
364880,0.62,10000
364890,0.48,35000
364900,0.25,10000
364910,0.48,75000
364930,0.93,75000
364940,0.69,10000
364970,0.71,10000
365020,0.66,35000
365050,0.59,150000
365060,0.75,10000
365070,0.58,150000
365080,0.53,10000
365090,0.96,10000
365110,0.5,10000
365120,0.74,10000
365140,0.45,10000
365150,0.45,35000
365160,0.83,350000
365190,0.83,35000
365200,0.33,10000
365210,0.88,10000
365240,0.6,10000
365260,0.79,10000
365270,0.61,75000
365280,0.54,10000
365290,1.0,10000
365300,0.94,750000
365310,0.44,350000
365320,0.68,10000
365330,0.59,10000
365340,0.52,10000
365350,0.86,10000
365360,0.88,150000
365400,0.14,10000
365420,0.33,10000
365430,0.64,10000
365440,0.69,10000
365450,0.93,3500000
365460,0.1,10000
365480,0.63,10000
365500,0.88,10000
365510,0.94,10000
365560,0.67,10000
365580,0.94,10000
365590,0.66,3500000
365620,0.44,10000
365660,0.84,75000
365680,0.69,10000
365730,1.0,10000
365750,0.3,10000
365760,0.75,35000
365770,0.79,150000
365800,0.63,10000
365810,0.71,35000
365850,0.76,10000
365860,0.81,10000
365870,0.9,10000
365880,0.67,10000
365890,0.71,10000
365900,0.9,10000
365930,0.3,10000
365960,0.82,150000
365980,0.43,10000
366000,0.83,10000
366010,0.72,10000
366040,0.84,35000
366050,0.75,10000
366060,0.88,10000
366090,0.85,150000
366100,0.83,10000
366180,0.65,35000
366210,0.83,35000
366220,0.7,350000
366230,0.73,35000
366240,0.56,35000
366250,0.9,350000
366260,0.86,75000
366270,0.79,35000
366280,0.77,35000
366290,0.58,10000
366320,0.82,350000
366350,0.44,10000
366380,0.94,10000
366410,1.0,10000
366460,0.79,10000
366510,0.73,10000
366570,0.83,10000
366590,0.97,10000
366610,0.47,35000
366620,0.87,10000
366640,0.65,10000
366670,0.75,10000
366690,0.78,10000
366700,0.5,35000
366760,0.74,150000
366780,0.91,10000
366800,0.84,150000
366810,0.5,35000
366860,0.7,10000
366870,0.81,35000
366890,0.29,350000
366910,0.65,75000
366920,1.0,10000
366960,0.21,35000
366970,0.94,10000
366990,0.66,10000
367000,0.88,35000
367010,0.6,10000
367030,0.71,10000
367040,0.25,10000
367050,0.91,10000
367060,0.69,10000
367080,0.82,35000
367110,0.76,10000
367120,0.86,350000
367140,0.93,10000
367220,0.0,10000
367240,0.37,10000
367260,0.81,10000
367270,0.82,75000
367300,0.88,35000
367340,0.23,10000
367350,0.83,10000
367430,0.94,10000
367450,0.89,750000
367500,0.88,1500000
367520,0.95,1500000
367550,0.68,10000
367570,0.91,75000
367580,0.97,150000
367600,0.61,75000
367660,0.67,10000
367670,0.91,150000
367700,0.22,10000
367710,0.53,10000
367780,0.61,10000
367800,0.64,10000
367820,0.82,10000
367990,0.22,10000
368000,0.76,10000
368050,0.78,35000
368070,0.55,350000
368080,0.67,75000
368140,0.83,10000
368150,0.82,10000
368160,0.95,35000
368180,0.82,10000
368220,0.6,10000
368230,0.89,3500000
368250,0.79,10000
368290,0.64,35000
368310,0.75,10000
368340,0.95,350000
368360,0.79,750000
368370,0.9,350000
368390,0.96,75000
368430,0.74,35000
368450,0.57,10000
368470,0.52,10000
368500,0.75,750000
368570,0.95,10000
368590,0.67,150000
368600,0.98,35000
368610,0.87,35000
368620,0.86,35000
368640,0.8,35000
368650,0.93,35000
368680,0.95,10000
368690,0.5,10000
368700,0.83,10000
368710,0.69,35000
368720,0.56,150000
368730,0.8,750000
368740,0.74,35000
368760,0.48,35000
368770,0.57,35000
368780,0.5,35000
368830,0.87,10000
368860,0.35,35000
368880,0.55,10000
368890,0.94,10000
368950,0.93,350000
368970,0.68,35000
368980,0.52,35000
368990,0.35,350000
369000,0.7,150000
369030,0.59,75000
369060,0.38,10000
369070,0.71,150000
369080,0.13,10000
369100,0.42,10000
369110,0.65,35000
369120,0.55,10000
369180,0.47,35000
369190,0.66,10000
369270,0.85,10000
369280,0.61,10000
369290,0.81,35000
369310,0.91,10000
369360,0.33,10000
369370,0.5,10000
369390,0.78,10000
369400,0.78,350000
369420,0.92,75000
369440,0.72,10000
369460,0.6,10000
369530,0.91,10000
369550,0.85,35000
369560,0.87,10000
369570,0.76,10000
369580,0.88,150000
369640,0.67,10000
369700,0.95,10000
369830,0.95,10000
369860,0.7,10000
369890,0.73,35000
369990,0.85,350000
370020,0.95,35000
370050,0.95,35000
370060,0.86,10000
370070,0.82,35000
370080,0.89,10000
370090,0.7,150000
370120,0.67,10000
370130,0.56,10000
370140,0.5,10000
370150,0.97,10000
370160,0.55,10000
370170,0.58,35000
370200,0.4,10000
370210,0.92,10000
370220,0.43,10000
370270,0.67,10000
370280,0.94,35000
370300,0.85,75000
370310,0.37,35000
370350,0.73,10000
370360,0.97,350000
370390,0.78,10000
370440,0.58,10000
370460,0.87,35000
370480,0.91,10000
370490,0.79,10000
370510,0.66,350000
370540,0.94,10000
370550,0.89,35000
370560,0.5,10000
370570,0.83,10000
370590,0.62,35000
370600,0.48,10000
370620,0.5,10000
370640,0.63,10000
370660,0.72,10000
370670,0.96,10000
370700,0.75,10000
370710,0.71,10000
370730,0.4,10000
370750,0.67,10000
370770,0.81,350000
370780,0.54,10000
370800,0.7,10000
370840,0.58,10000
370910,0.93,150000
370920,0.86,10000
370940,0.92,10000
370970,0.33,10000
371000,0.51,10000
371010,0.67,35000
371100,0.84,35000
371120,0.62,10000
371140,0.81,10000
371180,0.9,75000
371190,0.84,10000
371200,0.84,75000
371210,0.43,350000
371220,0.54,35000
371280,0.55,10000
371300,0.8,35000
371320,0.92,10000
371330,0.74,350000
371360,0.29,10000
371370,0.64,10000
371380,1.0,10000
371390,0.4,75000
371400,0.42,10000
371410,0.44,10000
371420,0.77,150000
371430,0.8,10000
371450,0.76,35000
371460,0.72,35000
371500,0.9,35000
371510,0.42,150000
371520,0.7,75000
371530,0.9,10000
371550,0.81,35000
371570,0.75,350000
371620,0.5,10000
371650,0.86,10000
371660,0.76,750000
371670,0.48,350000
371690,0.71,35000
371700,1.0,10000
371710,0.34,10000
371790,0.7,10000
371850,0.67,10000
371880,0.8,35000
371890,0.74,35000
371900,0.7,35000
371970,0.89,75000
372000,0.61,3500000
372030,0.94,10000
372080,0.86,10000
372150,0.26,10000
372160,0.46,10000
372190,0.47,75000
372210,0.86,35000
372250,0.81,10000
372330,0.68,10000
372340,0.5,10000
372350,0.89,10000
372360,0.81,350000
372380,0.75,10000
372430,0.38,10000
372480,0.6,10000
372490,0.61,35000
372540,0.68,350000
372560,0.8,10000
372570,0.43,10000
372670,0.38,10000
372690,0.83,35000
372720,0.6,10000
372740,0.28,10000
372750,0.4,75000
372770,0.67,10000
372780,0.55,10000
372800,0.78,750000
372820,0.49,75000
372830,0.81,10000
372890,0.24,10000
372930,0.91,35000
372940,0.96,35000
372950,0.9,10000
372960,0.96,10000
372970,0.81,10000
373120,0.55,10000
373140,0.56,10000
373180,0.9,150000
373240,0.72,35000
373290,0.53,75000
373330,0.43,350000
373360,0.66,35000
373390,0.96,35000
373420,0.9,1500000
373440,0.71,35000
373460,0.67,10000
373470,0.81,10000
373480,0.62,75000
373600,0.9,10000
373610,0.84,10000
373620,0.82,10000
373630,0.75,10000
373640,0.71,10000
373650,0.75,10000
373670,0.44,10000
373720,0.63,75000
373730,0.65,35000
373750,0.87,10000
373770,0.97,150000
373800,0.29,10000
373810,0.28,10000
373820,0.31,10000
373860,0.53,35000
373870,0.62,10000
373880,0.33,10000
373920,0.54,10000
373930,0.7,75000
373970,0.92,75000
373990,0.71,75000
374010,0.7,35000
374030,0.66,150000
374040,0.81,750000
374050,0.59,10000
374060,0.75,35000
374080,0.82,10000
374120,0.38,10000
374150,0.82,10000
374170,0.5,10000
374240,0.71,10000
374280,0.55,150000
374320,0.91,3500000
374380,0.73,10000
374410,0.95,35000
374420,1.0,10000
374450,0.76,10000
374460,0.88,10000
374510,0.35,10000
374520,0.49,10000
374620,0.56,10000
374630,0.8,10000
374640,0.36,10000
374670,0.81,150000
374830,0.79,150000
374900,0.79,150000
374940,0.71,10000
374950,0.44,10000
374960,0.71,10000
374990,0.53,10000
375000,0.64,10000
375010,0.71,350000
375020,0.58,10000
375030,0.81,10000
375040,0.57,10000
375090,0.75,10000
375120,0.84,35000
375130,0.96,10000
375170,0.8,10000
375180,0.64,35000
375190,0.78,10000
375200,0.89,350000
375210,0.89,10000
375220,0.34,75000
375230,0.49,750000
375250,0.85,35000
375290,0.74,10000
375310,0.88,10000
375320,0.61,35000
375330,0.51,10000
375430,0.7,10000
375440,0.93,10000
375450,0.58,150000
375460,0.4,350000
375480,0.94,75000
375500,0.62,10000
375510,0.41,350000
375520,0.79,75000
375530,0.91,35000
375550,0.91,10000
375570,1.0,10000
375580,0.72,35000
375600,0.73,150000
375620,0.22,150000
375680,0.31,350000
375750,0.93,35000
375760,0.42,10000
375770,0.71,35000
375790,0.61,10000
375820,0.93,350000
375840,0.86,35000
375850,0.52,150000
375870,1.0,10000
375900,0.63,75000
375910,0.63,350000
375930,0.85,10000
375950,0.91,750000
376110,0.6,10000
376120,0.37,10000
376130,0.54,10000
376140,0.48,75000
376150,0.29,10000
376160,1.0,10000
376210,0.69,350000
376240,0.93,10000
376250,0.71,10000
376300,0.93,150000
376310,0.35,35000
376350,0.5,10000
376410,0.63,10000
376450,0.65,10000
376480,0.67,10000
376490,0.67,10000
376520,0.89,35000
376560,0.84,10000
376680,0.71,10000
376730,0.41,35000
376750,0.54,35000
376760,0.77,35000
376770,0.92,35000
376780,0.58,10000
376790,0.68,10000
376870,0.76,350000
376880,0.7,10000
376920,0.76,35000
377060,0.69,10000
377070,0.8,10000
377080,0.93,35000
377100,0.86,10000
377120,0.69,10000
377140,0.56,10000
377160,0.71,7500000
377190,0.83,35000
377200,0.85,10000
377250,0.94,10000
377260,0.66,150000
377280,0.74,10000
377290,0.51,150000
377310,0.57,350000
377320,0.84,10000
377330,0.88,150000
377360,0.65,75000
377430,0.91,75000
377450,0.98,10000
377460,0.92,35000
377470,0.64,35000
377480,0.69,10000
377500,0.88,10000
377520,0.76,10000
377530,0.79,75000
377550,0.75,10000
377570,0.74,35000
377600,0.9,75000
377660,0.98,10000
377670,0.96,10000
377680,0.74,150000
377690,0.95,10000
377710,0.94,75000
377720,0.95,75000
377760,0.85,10000
377840,0.92,350000
377860,0.98,35000
377870,0.85,35000
377880,0.86,10000
377890,0.67,10000
377900,0.75,75000
377940,0.81,10000
377970,0.7,35000
377980,0.51,35000
378030,0.89,10000
378070,0.76,10000
378080,0.79,10000
378090,0.76,10000
378100,0.46,350000
378110,0.83,35000
378240,1.0,10000
378260,0.75,10000
378270,0.67,150000
378300,0.91,75000
378350,0.86,10000
378360,0.82,10000
378370,0.59,350000
378390,0.17,10000
378420,0.08,10000
378450,0.25,10000
378480,0.44,75000
378510,0.31,10000
378530,0.86,10000
378540,0.74,350000
378570,0.66,10000
378580,0.63,10000
378610,0.91,350000
378630,0.75,10000
378660,0.65,35000
378700,0.69,10000
378720,0.91,150000
378750,0.95,10000
378770,0.95,10000
378790,0.93,10000
378800,0.64,10000
378810,0.76,10000
378830,0.67,10000
378850,0.86,10000
378860,0.71,350000
378930,0.69,10000
379210,0.84,35000
379260,0.55,10000
379290,0.49,75000
379320,0.8,35000
379340,0.58,10000
379380,0.3,10000
379390,0.86,10000
379420,0.86,10000
379430,0.76,1500000
379520,0.89,10000
379530,0.76,10000
379600,0.72,10000
379610,0.9,10000
379640,0.93,75000
379720,0.93,3500000
379760,0.9,10000
379870,0.47,75000
379960,0.64,35000
379980,0.92,35000
379990,0.28,10000
380000,0.59,10000
380020,0.69,150000
380100,0.93,10000
380120,0.86,10000
380140,0.81,150000
380150,0.81,75000
380210,0.52,10000
380220,0.66,35000
380360,0.74,350000
380540,0.58,10000
380550,0.65,35000
380560,0.7,35000
380580,0.61,75000
380600,0.76,3500000
380660,0.87,10000
380670,0.95,35000
380690,0.54,10000
380700,0.59,10000
380750,0.69,35000
380790,0.38,35000
380810,0.99,10000
380840,0.88,750000
380860,0.81,10000
380920,0.88,10000
380950,0.79,10000
380990,0.55,10000
381000,0.0,10000
381010,0.65,35000
381020,0.92,35000
381050,0.71,10000
381100,0.84,10000
381120,0.62,350000
381130,0.28,10000
381140,0.68,350000
381170,0.55,35000
381180,0.55,10000
381210,0.76,7500000
381220,0.56,10000
381250,1.0,10000
381260,0.69,10000
381310,0.82,10000
381320,0.78,10000
381340,0.95,10000
381550,1.0,10000
381560,0.51,150000
381590,0.53,10000
381610,0.79,10000
381640,0.59,150000
381750,0.62,10000
381780,0.91,150000
381800,0.5,10000
381850,0.68,10000
381870,0.88,35000
381880,0.87,10000
381890,0.97,10000
381900,0.81,10000
381910,0.8,10000
381940,0.81,350000
382000,0.96,75000
382050,0.88,150000
382070,0.79,10000
382080,0.5,75000
382090,0.81,35000
382110,0.7,150000
382120,0.67,350000
382130,0.7,10000
382140,0.73,150000
382160,0.26,10000
382180,0.68,10000
382250,0.55,10000
382260,0.92,10000
382270,0.93,10000
382300,0.57,150000
382310,0.75,150000
382320,0.64,10000
382330,0.52,10000
382350,0.63,35000
382360,0.65,10000
382380,0.81,10000
382420,0.49,35000
382480,0.67,10000
382490,0.94,750000
382570,0.51,75000
382880,0.39,10000
382890,0.71,150000
382900,0.77,150000
382920,0.8,10000
383010,0.87,10000
383020,0.54,10000
383080,0.84,1500000
383100,0.95,10000
383120,0.8,750000
383150,0.71,350000
383180,0.66,350000
383190,1.0,10000
383230,0.74,150000
383240,0.44,10000
383270,0.94,150000
383330,0.62,350000
383460,0.89,75000
383520,0.59,75000
383530,0.36,10000
383540,0.77,10000
383560,0.51,75000
383580,0.72,750000
383590,0.6,10000
383620,0.24,10000
383630,0.74,10000
383670,0.74,10000
383690,0.84,10000
383700,0.74,10000
383710,0.4,10000
383720,0.65,10000
383750,0.73,10000
383780,0.5,10000
383790,0.6,150000
383800,0.51,10000
383810,0.35,10000
383840,0.85,35000
383870,0.86,750000
383930,0.85,75000
383950,0.76,10000
383960,0.82,10000
383980,0.88,750000
384000,0.74,35000
384010,0.69,10000
384030,0.6,150000
384040,0.85,10000
384080,0.6,10000
384090,0.69,10000
384100,0.82,10000
384110,0.85,150000
384120,0.66,35000
384180,0.79,350000
384190,0.93,750000
384200,0.68,10000
384210,0.57,10000
384230,1.0,10000
384250,0.61,75000
384280,0.89,10000
384300,0.73,350000
384310,0.76,35000
384320,0.5,10000
384330,0.69,10000
384360,0.76,75000
384480,0.9,35000
384490,0.66,350000
384500,0.87,150000
384550,0.66,35000
384570,0.66,150000
384590,0.95,10000
384630,0.95,75000
384660,1.0,10000
384680,0.93,35000
384690,0.99,10000
384700,0.83,10000
384740,0.7,150000
384750,0.48,10000
384840,0.51,10000
384880,0.25,10000
384890,0.87,10000
384900,0.0,10000
384910,0.79,10000
384920,0.32,10000
384940,0.83,10000
384950,0.68,35000
384960,0.84,75000
384970,0.25,10000
384980,0.73,150000
384990,0.8,10000
385030,0.89,10000
385060,0.9,10000
385070,0.71,350000
385080,0.25,350000
385100,1.0,10000
385130,0.84,10000
385150,0.8,35000
385220,0.63,10000
385230,0.77,10000
385240,0.82,75000
385250,0.99,75000
385260,0.63,75000
385270,0.69,350000
385310,0.56,35000
385330,0.92,35000
385350,0.74,10000
385360,0.58,35000
385370,0.86,150000
385380,0.82,75000
385390,0.32,10000
385400,0.42,150000
385410,0.7,10000
385440,0.71,10000
385490,0.54,35000
385530,0.68,150000
385560,0.84,150000
385580,0.27,10000
385590,0.79,35000
385600,0.47,10000
385630,0.34,35000
385690,0.97,10000
385700,0.35,10000
385710,0.83,350000
385730,0.63,150000
385760,0.53,750000
385770,0.89,750000
385800,0.94,750000
385810,0.43,35000
385830,0.44,150000
385840,0.85,10000
385850,1.0,10000
385860,0.71,10000
385900,0.5,10000
385940,0.5,10000
385950,0.39,10000
385960,0.11,10000
386050,0.82,10000
386070,0.8,750000
386080,0.82,35000
386090,0.75,10000
386100,0.77,10000
386140,0.63,35000
386160,0.72,35000
386180,0.67,3500000
386200,0.89,10000
386260,0.85,75000
386280,0.51,10000
386290,0.74,10000
386330,0.17,10000
386340,0.78,10000
386360,0.8,7500000
386390,1.0,10000
386400,0.78,10000
386420,0.81,35000
386480,0.73,75000
386490,0.61,150000
386510,0.58,75000
386520,0.89,10000
386540,0.35,10000
386560,0.89,10000
386590,0.67,35000
386600,0.81,35000
386620,0.88,150000
386630,0.5,10000
386640,0.57,75000
386650,0.58,10000
386690,0.78,35000
386700,0.71,35000
386710,0.5,10000
386740,0.85,10000
386750,0.72,10000
386770,0.75,10000
386840,0.85,10000
386870,0.61,10000
386880,0.69,150000
386900,0.93,10000
386930,0.46,10000
386940,0.95,750000
386960,0.83,10000
386970,0.84,10000
386990,0.76,35000
387010,0.68,35000
387060,0.84,35000
387070,0.17,10000
387090,0.56,10000
387100,0.84,10000
387110,0.2,10000
387130,0.75,10000
387240,0.88,35000
387270,0.69,10000
387280,0.91,10000
387290,0.96,1500000
387340,0.93,150000
387370,0.7,35000
387400,0.2,10000
387430,0.67,10000
387450,0.28,75000
387840,0.79,150000
387850,0.78,35000
387860,0.81,350000
387870,0.81,35000
387880,0.6,10000
387890,0.0,10000
387930,0.57,150000
387970,0.47,350000
387990,0.85,750000
388010,0.57,10000
388050,0.6,75000
388060,0.62,150000
388090,0.93,350000
388120,0.49,350000
388140,0.75,10000
388160,0.22,35000
388210,0.97,350000
388260,0.84,10000
388270,0.74,35000
388300,0.36,10000
388320,0.76,75000
388340,0.77,35000
388360,0.69,10000
388370,0.71,75000
388390,0.19,75000
388410,0.74,1500000
388420,0.89,75000
388430,0.76,10000
388440,0.47,35000
388450,0.96,10000
388490,0.55,150000
388500,0.26,10000
388540,0.86,10000
388550,0.52,10000
388600,0.86,10000
388620,0.84,35000
388660,0.43,35000
388680,0.62,10000
388720,0.81,10000
388730,0.91,10000
388750,0.92,350000
388800,0.87,35000
388830,0.33,10000
388840,0.58,10000
388880,0.93,350000
388900,0.75,35000
388910,0.93,10000
388960,0.6,35000
388970,0.86,10000
389010,0.5,10000
389050,0.79,10000
389140,0.97,10000
389160,0.53,35000
389170,0.92,150000
389190,0.74,10000
389220,0.68,10000
389230,0.5,10000
389250,0.94,10000
389260,0.87,10000
389270,0.76,350000
389310,0.68,10000
389330,0.2,10000
389400,0.8,150000
389430,0.47,3500000
389460,0.31,10000
389470,0.86,10000
389510,0.92,35000
389530,0.25,75000
389570,0.81,3500000
389650,0.95,10000
389680,0.12,10000
389690,0.0,10000
389700,0.5,350000
389730,0.83,750000
389740,0.21,10000
389840,0.55,10000
389850,0.93,10000
389870,0.7,35000
389900,0.66,10000
389940,1.0,10000
389970,0.63,10000
389980,0.41,35000
390030,0.79,35000
390040,0.72,75000
390090,0.63,35000
390100,0.63,75000
390200,0.67,35000
390210,0.63,10000
390220,0.68,10000
390290,0.9,75000
390310,0.65,10000
390330,0.79,10000
390340,0.28,350000
390460,0.54,10000
390510,0.37,10000
390520,0.89,35000
390540,0.62,35000
390560,0.88,10000
390570,0.49,150000
390610,0.94,10000
390620,0.93,35000
390660,0.82,35000
390670,0.69,750000
390680,0.98,10000
390710,0.78,35000
390720,0.94,10000
390730,0.93,35000
